text,tag,intent
tất_cả các chuyến bay và giá vé từ thanh_hoá đến đà_lạt khứ_hồi sau 12 giờ trưa dưới 5 triệu đồng,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-cost_relative B-fare_amount I-fare_amount I-fare_amount,airfare#flight
"được rồi , bạn có chuyến bay của hãng hàng_không jetstar từ cần_thơ đến hà_nội không",O O O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,flight
cho tôi biết tất_cả các chuyến bay từ cần_thơ đến thành_phố vinh vào thứ_bảy có phục_vụ bữa ăn và đến vinh trước giữa trưa,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-meal I-meal O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,flight
bạn có chuyến bay nào rời huế và đến thành_phố hồ_chí_minh không,O O O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O,flight
cho tôi biết các chuyến bay từ côn_đảo đến hạ_long,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi cần một chuyến bay từ thành_phố đồng_hới đến quy nhơn vào ngày mùng 1 tháng 7,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
cho tôi chuyến bay rẻ nhất từ phú_quốc đến hà_nội vào chủ_nhật với giá vé hạng nhất,O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-class_type I-class_type,flight
cho tôi xin các chuyến bay từ huế đến hải_phòng,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay sớm nhất từ huế đến thành_phố hồ_chí_minh vào sáng ngày 27 tháng 8,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
cho tôi biết các chuyến bay từ hải_phòng đến cam_ranh khánh_hoà,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name,flight
các chuyến bay liên_tục từ huế đến thành_phố đồng_hới,O O O B-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn một chuyến bay của hãng hàng_không jetstar từ quy nhơn đến đà_nẵng khởi_hành chiều nay,O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day O,flight
liệt_kê tất_cả các chuyến bay đi từ hà_nội đến daegu vào thứ tư sau 6 giờ chiều thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.day_name I-depart_date.day_name,flight
cho tôi biết các chuyến bay vào ngày thứ tư tới giữa hải_phòng và manila,O O O O O O O B-depart_date.day_name I-depart_date.day_name I-depart_date.day_name B-depart_date.date_relative O B-fromloc.city_name O B-toloc.city_name,flight
vna có những hạng dịch_vụ nào,B-airline_code O O O O O,flight
loại máy_bay nào đi từ hà_nội đến thành_phố hồ_chí_minh trước giữa trưa,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,aircraft
tất_cả giá vé và các chuyến bay từ pleiku,O O O O O O O O B-fromloc.city_name,airfare
qatar airways có phục_vụ chuyến bay ở istanbul không,B-airline_name I-airline_name O O O O O B-city_name O,flight
tôi muốn bay từ đà_nẵng đến thành_phố hồ_chí_minh trên hãng hàng_không bamboo,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name I-airline_name,flight
có bao_nhiêu chuyến bay hàng ngày của vietjet giữa pleiku và rạch_giá,O O O O B-flight_days I-flight_days O B-airline_name O B-fromloc.city_name O B-toloc.city_name,quantity
tôi muốn một chuyến bay từ hải_phòng đến đến huế của jetstar pacific khởi_hành vào khoảng 1 giờ chiều,O O O O O O B-fromloc.city_name O O B-toloc.city_name O B-airline_name I-airline_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
tôi cần một chuyến bay từ thành_phố vinh đến hà_nội,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
sân_bay cách trung_tâm thành_phố đà_lạt bao_xa,O O O B-fromloc.city_name I-fromloc.city_name O,distance
liệt_kê giá vé của các chuyến bay của hãng hàng_không jetstar từ hà_nội đến thành_phố vinh,O O O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airfare
liệt_kê tất_cả các chuyến bay không nghỉ từ quy nhơn đến cà_mau khởi_hành vào thứ_sáu,O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name,flight
vui_lòng cho tôi giá vé khứ_hồi từ buôn_ma_thuột đến thành_phố vinh,O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airfare
có chuyến bay buổi chiều muộn rời khỏi jeju để đến huế không,O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.period_mod O O B-fromloc.city_name O O B-toloc.city_name O,flight
tôi muốn một chuyến bay từ montreal quebec đến san diego california khởi_hành ngày chủ_nhật,O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name,flight
chuyến bay hạng nhất của vietnam airlines đến thành_phố hồ_chí_minh vào thứ ba trong tuần tới,O O B-class_type I-class_type O B-airline_name I-airline_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O O B-depart_date.date_relative,flight
giá vé hạng nhất từ hà_nội đến kiev là bao_nhiêu,O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O O,airfare
tôi muốn biết tất_cả các chuyến bay từ đà_nẵng đến thành_phố vinh,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi biết giá vé từ đà_nẵng đến thành_phố vinh,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airfare
thông_tin chuyến bay vào ngày 23 tháng 1 năm 2021 từ huế đến thành_phố hồ_chí_minh,O O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
thời_gian khởi_hành sớm nhất từ hà_nội đến huế là mấy giờ,B-flight_time I-flight_time B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O O O,flight_time
các chuyến bay từ hà_nội đến buôn_ma_thuột,O O O O B-fromloc.city_name O B-toloc.city_name,flight
thông_tin về chuyến bay từ hạ_long đến buôn_ma_thuột,O O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay từ cần_thơ đến hà_nội,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay khứ_hồi từ côn_đảo đến hải_phòng có giá vé hạng hai phổ_thông,O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O O B-class_type I-class_type B-economy,flight
cho tôi biết các chuyến bay rời khỏi điện_biên_phủ,O O O O O O O O B-fromloc.airport_name,flight
chuyến bay muộn nhất từ pleiku đến hà_nội,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay từ điện_biên_phủ đến đà_nẵng vào buổi tối chủ_nhật,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name,flight
cho tôi chuyến bay từ đà_nẵng đến cần_thơ với giá vé một_chiều cao nhất,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-round_trip B-cost_relative I-cost_relative,flight
tôi muốn thực_hiện một chuyến đi khứ_hồi từ la đến sài_gòn nối chuyến ở tokyo,O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name,flight
cho tôi biết các chuyến bay từ cần_thơ đến quy nhơn,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi chuyến bay rẻ nhất vào ngày 14 tháng 6 đến đà_nẵng bắt_đầu từ đà_lạt,O O O O B-cost_relative I-cost_relative O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-toloc.city_name O O B-fromloc.city_name,flight
chuyến bay cuối_cùng từ hà_nội đến rạch_giá,O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết tất_cả các chuyến bay từ hạ_long đến thành_phố hồ_chí_minh khởi_hành vào ngày_kia sau 5 giờ chiều,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.today_relative B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
tìm chuyến bay sớm nhất có phục_vụ bữa sáng từ hà_nội đến cần_thơ,O O O B-flight_mod I-flight_mod O O B-meal_description I-meal_description O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết tất_cả các chuyến bay giữa santorini và hà_nội,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay nào từ cà_mau đến đà_lạt vào chiều thứ_sáu,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name,flight
vé hạng hai từ tuy_hoà đến hạ_long vào ngày hai_mươi chín tháng mười hai trên chuyến bay vietjet 311 có giá bao_nhiêu,O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name I-depart_date.month_name O O O B-airline_name B-flight_number O O O,airfare
có những chuyến bay nào còn chỗ vào thứ tư từ hạ_long đến washington dc,O O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code,flight
vào thứ ba ngày hai_mươi ba cho tôi biết các chuyến bay từ pleiku đến thành_phố thanh_hoá của jetstar,O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name,flight
tìm lịch_trình cho chuyến bay khứ_hồi từ đà_lạt đến côn_đảo sau 8 giờ tối,O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
loại máy_bay nào được sử_dụng trong chuyến bay hạng nhất của hãng hàng_không qatar airlines từ đà_nẵng đến vienna và có trạm dừng ở dubai,O O O O O O O O B-class_type I-class_type O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name,aircraft
tôi muốn bay từ đà_lạt đến đà_nẵng,O O O O B-fromloc.city_name O B-toloc.city_name,flight
"vào ngày ba_mươi tháng tám , tôi muốn một chuyến bay từ copenhagen đến thành_phố hồ_chí_minh vào sáng sớm",O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day B-depart_time.period_mod,flight
những chuyến bay từ cà_mau đến chu lai là những chuyến bay nào,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O,flight
"tôi sẽ cần một chiếc xe_hơi cho thuê ở sân_bay cần_thơ , bạn có_thể cho tôi biết những chiếc xe sẵn có không",O O O O O B-transport_type I-transport_type I-transport_type O B-airport_name I-airport_name O O O O O O O O O O O O,ground_service
liệt_kê các chuyến bay hàng ngày từ cần_thơ đến hà_nội của vietnam airlines,O O O O B-flight_days I-flight_days O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,flight
hp nghĩa_là gì,B-airline_code O O,abbreviation
bạn có_thể tìm giúp tôi chuyến bay sớm nhất từ hà_nội đến cần_thơ được không,O O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O O,flight
cho tôi biết các chuyến bay từ thành_phố hồ_chí_minh đến quy nhơn khởi_hành sau 11 giờ tối,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
tôi cần một chuyến bay jetstar từ đà_nẵng đến salt_lake,O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name,flight
những chuyến bay nào đi từ phú_quốc đến quy nhơn khởi_hành vào buổi chiều hoặc buổi tối,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day B-or B-depart_time.period_of_day I-depart_time.period_of_day,flight
tôi muốn bay từ hà_nội đến dublin,O O O O B-fromloc.city_name O B-toloc.city_name,flight
những chuyến bay nào từ hà_nội đến dublin trước 5 giờ chiều,O O O O O B-fromloc.city_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
liệt_kê tất_cả các chuyến bay rời huế đến thanh_hoá vào thứ_bảy khởi_hành sau 12h30 chiều,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
tất_cả các chuyến bay từ phú_quốc đến hà_nội,O O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết khoảng_cách từ sân_bay catania đến trung_tâm thành_phố,O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O,distance
có phương_tiện giao_thông đường_bộ nào đến thành_phố điện_biên_phủ không,O O O O O O B-city_name I-city_name O,ground_service
